"経済活動(産業)","2001_平成13年度","2002_平成14年度","2003_平成15年度","2004_平成16年度","2005_平成17年度","2006_平成18年度","2007_平成19年度","2008_平成20年度","2009_平成21年度","2010_平成22年度","2011_平成23年度","2012_平成24年度","2013_平成25年度"
"１.産業_(3)製造業_⑬精密機械","―","-0.010159562957077086","0.13837903628785744","0.03670145916359395","-0.17638427357816777","-0.16167924156747152","-0.02455345265032777","0.06495841084105228","-0.38044817040237255","0.044489197325961925","0.03785566836728019","-0.01313092402902862","0.062420693007281855"
"１.産業_(3)製造業_⑭その他の製造業","―","0.07811024419844903","-0.18901844960764225","0.06756660066202923","0.024413823263517823","-0.033964625039527796","-0.13697531175996935","0.143395622738599","-0.006029787722894961","-0.0838115196079904","0.2476972320140069","-0.33724261842434533","-0.03318995012802841"
"","","","","","","","","","","","","",""
"１.産業_(4)建設業","―","-0.6111431408082387","-0.09215033261775618","-0.03583162335772895","-0.21717663653108688","0.46861377209709365","-0.41503168313782857","-0.18316777287860417","0.36278746512868026","0.30385430854294726","0.7855833328119054","1.2759209220326784","2.127217471953509"
"","","","","","","","","","","","","",""
"１.産業_(5)電気･ｶﾞｽ･水道業","―","0.11310429438393677","-0.07788531596593146","0.22893517225975765","-0.20421379229827868","-0.11423226737432204","-0.08832760194342333","-0.45520706565947455","0.327094551072302","0.08176880156736555","-0.7197696464092861","-0.026065024785673515","0.17934366452429562"
"１.産業_(5)電気･ｶﾞｽ･水道業_①電　気業","―","0.11965707482779679","-0.0910336972634059","0.20724539555222088","-0.19122295056172792","-0.12267575876345885","-0.07822530129301344","-0.44745744698222933","0.3159494458024962","0.10622133811249249","-0.6447409062493423","-0.014593039766736305","0.1936361218975329"
"１.産業_(5)電気･ｶﾞｽ･水道業_②ｶﾞｽ･水道･熱供給業","―","-0.0065527804438600176","0.013148381297474449","0.02168977670753679","-0.01299084173655077","0.008443491389136823","-0.010102300650409887","-0.007749618677245265","0.011145105269805852","-0.024452536545126944","-0.07502874015994375","-0.01147198501893721","-0.014292457373237276"
"","","","","","","","","","","","","",""
"１.産業_(6)卸売･小売業","―","-0.3457280001409674","-0.7199785606011965","0.05693215645484107","-0.47055404540131196","0.016859745709276428","-0.41527478662941597","-0.16860956064920768","0.6954259916428857","-0.06584761683896592","0.7420393596561534","-0.28393162921869597","-0.10201276549503147"
"１.産業_(6)卸売･小売業_①卸売業","―","-0.3885413345535822","-0.11035148889366561","0.25121419257771915","-0.06123054068499252","-0.08201081475061603","-0.23265004144914533","-0.08095583796765143","0.41354055989579613","0.13406839140159896","0.5545812753520634","-0.04647840989290002","-0.2057383795161287"
"１.産業_(6)卸売･小売業_②小売業","―","0.04281333441261482","-0.6096270717075308","-0.19428203612287806","-0.4093235047163195","0.09887056045989247","-0.1826247451802707","-0.08765372268155627","0.2818854317470895","-0.1999160082405649","0.18745808430408994","-0.23745321932579594","0.10372561402109724"
"","","","","","","","","","","","","",""
"１.産業_(7)金融･保険業","―","0.41907508880669464","-0.11124479717714582","-0.063862783682217","0.12131318371653983","0.0646063276613953","-0.08716610748361685","-1.1280677073112948","-0.05086740353911389","-0.011114789338694066","-0.10995493156116093","-0.01003798689157006","-0.0356047857549408"
"","","","","","","","","","","","","",""
"１.産業_(8)不動産業","―","-0.09193165505062435","0.020239015797598674","0.22542776981675366","0.2380907718267839","0.36198064697299476","0.26398338036485514","0.2797612342485541","0.3385540054651024","0.051128030957992704","0.082963925339862","0.17337318535972263","-0.004689273833655452"
"１.産業_(8)不動産業_①住宅賃貸業","―","-0.08815967639176375","0.025375538427609926","0.27082758703899756","0.23758681675941773","0.34896132799232565","0.22549199419684957","0.22875213702654326","0.22375942118610212","0.05551386675109901","0.06769082698281506","0.06866320445158007","0.017184644228725367"
"１.産業_(8)不動産業_②その他の不動産業","―","-0.003771978658860598","-0.00513652263001125","-0.04539981722224389","5.039550673661936E-4","0.013019318980669034","0.038491386168005584","0.051009097222010795","0.11479458427900027","-0.0043858357931063074","0.015273098357046927","0.10470998090814258","-0.02187391806238082"
"","","","","","","","","","","","","",""
"１.産業_(9)運輸業","―","0.33465985838285084","-0.14267808240210597","0.3824191031656131","0.032085139288981","0.23434774165204264","0.44466329761242657","-0.36888184903687465","-0.326523007212312","0.27696853433178187","-0.5462479088369521","0.3713492797674111","-0.22494474659529237"
"","","","","","","","","","","","","",""
"１.産業_(10)情報通信業","―","-0.005121080514949425","-0.06551857941650219","-0.09189394400670503","-0.07189758961091029","-0.061065508691757274","-0.012290232074696518","-0.031275246804596965","0.1622898790441729","-0.038120723434602086","0.03566567102371852","-0.025727613461587126","0.15047795493748245"
"１.産業_(10)情報通信業_①通信業","―","-0.016326885727768865","-0.059293337315999436","-0.1230116184810366","-0.1975223889038053","-0.04818237505607432","-0.04270518002218725","-0.047660154865058375","0.07364342635971713","-0.017813702913096165","-0.026223085074855247","-0.01003798689157006","0.09125832311006118"
"１.産業_(10)情報通信業_②放送業","―","0.004790688223662365","0.003517401366203356","0.00325486946710772","0.001175895157187785","-0.0010077715528969756","0.0017287359401770926","-0.01544388293536735","9.144701759840699E-4","0.021929178965531534","-0.011205960433289553","-0.01442433410469311","0.015977226415269174"
"１.産業_(10)情報通信業_③情報ｻｰﾋﾞｽ、映像･文字情報制作業","―","0.006415116989157076","-0.009742643466706122","0.027862805007223847","0.12444890413570726","-0.011875362082785982","0.02868621200731363","0.03182879099582877","0.08773198250847171","-0.042236199487037454","0.07309471653186332","-0.001265292465323957","0.04324240541215207"
"","","","","","","","","","","","","",""
"１.産業_(11)サ－ビス業","―","0.07304422906538077","0.29317261228466385","0.030696786181171085","-0.9848681891522552","-0.1595002760476943","0.5628926290211006","0.1589502145122127","-0.4270861493775602","0.3291479642812727","-0.6594451741275421","0.20829525740266386","0.09631263023615688"
"１.産業_文字情報制作業_①公共ｻｰﾋﾞｽ業","―","0.029845436979597722","0.255849075565506","0.1762118987365214","0.12646472440517204","0.035054107799416416","0.3329977604766125","0.04231845341967146","0.2642533036663967","0.34086355304367993","0.05162136595538207","0.2242098248554052","-0.05326678121224187"
"１.産業_文字情報制作業_②対事業所ｻｰﾋﾞｽ業","―","0.053578616570384846","-0.02071358582319754","0.0783132817473935","-0.6938901327557635","-0.03894900866601824","0.32594775922057784","0.2898910929480961","-0.5655426494601483","0.09216263159760377","-0.6009978424259937","-0.04614099856881363","0.14702417840131704"
"１.産業_文字情報制作業_③対個人ｻｰﾋﾞｽ業","―","-0.010379824484601792","0.05803712254235537","-0.22382839430274384","-0.41744278080166375","-0.15560537518109246","-0.09605289067608971","-0.17325933185555487","-0.12579680358380863","-0.10387822036001103","-0.11006869765693038","0.030226431116072306","0.002555233047081713"
"","","","","","","","","","","","","",""
"２.政府ｻ-ﾋﾞｽ生産者","―","-0.11448092893096619","-0.28122461399311593","-0.09068739756631165","-0.22915956813290528","-0.2554837071938819","0.045028168941800215","-0.0028230753752822037","-0.40428154936395744","-0.17942874789194502","0.009869208807998665","-0.157177441803576","-0.20337970285728407"
"２.政府ｻ-ﾋﾞｽ生産者_(1)電気･ｶﾞｽ･水道業","―","-0.006662911207622371","0.016358707941231482","-0.01029773357265977","-0.005963468297166625","0.020373327609917235","-0.11836438890400032","0.005037252140209422","-0.01151660877879938","-0.01748326323005391","-0.004920383642028153","8.435283102159713E-5","-0.015415636734591875"
"２.政府ｻ-ﾋﾞｽ生産者_(2)ｻｰﾋﾞｽ業","―","-0.10200861993487967","-0.09156409905672229","-0.02876070003263287","-0.03883253769093948","-0.13544994412315295","-0.04783736484458799","-0.08305930589433229","-0.11933835796592111","-0.022890458043472645","-0.06331083229569173","-0.08556188826624002","-0.10914495443963318"
"２.政府ｻ-ﾋﾞｽ生産者_(3)公務","―","-0.0058093977884641325","-0.20601922287762517","-0.05162896396101901","-0.18436356214479918","-0.1404070906806462","0.2112299226903885","0.07519897837884065","-0.2734265826192369","-0.13905502661841845","0.07810042474571856","-0.07169990636835756","-0.07881911168305901"
"","―","","","","","","","","","","","",""
"３.対家計民間非営利ｻ-ﾋﾞｽ生産者","―","0.0209523778057877","-0.09829182706668269","-0.007014804886008017","0.5339963888819673","0.1977138838507877","-0.08035920971916954","-0.06913766948485241","-0.14408620710349002","0.17555359160899492","0.23228192603724818","0.12529207167741227","-0.09328004596049946"
"３.対家計民間非営利ｻ-ﾋﾞｽ生産者_(1)サ－ビス業","―","0.0209523778057877","-0.09829182706668269","-0.007014804886008017","0.5339963888819673","0.1977138838507877","-0.08035920971916954","-0.06913766948485241","-0.14408620710349002","0.17555359160899492","0.23228192603724818","0.12529207167741227","-0.09328004596049946"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"４．小計（１＋２＋３）","―","-1.3498177060532823","-0.502402161806046","0.17231166721990093","2.6960756178979084","0.7097707809984402","-2.265211323112362","-3.2647482854660606","-4.710407299300945","5.475505707894925","1.088201147558608","0.22412547202438357","0.3050274350598753"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"５．輸入品に課される税・関税","―","-0.026679177521430068","0.03249408881159291","0.0391987297030128","0.12089322116040134","0.12883133635682958","0.020636785285864045","0.036561593830860696","-0.3046043001816938","0.13259643281350167","0.18307808961696662","0.025305849306479142","0.13553966943146625"
"６．［控除］総資本形成に係る消費税","―","-0.0038270440407417745","0.04092468573693746","-0.008922831815002199","0.02505776584959685","0.0035135819006408063","0.16069140793927383","-0.07888004725053216","-0.14557222113946414","-0.012015988474263856","0.11928375141425478","0.11365138099643188","-0.1769569083814171"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"７．県内総生産　（４＋５－６）","―","-1.3726698395339707","-0.5108327587313906","0.22043322873791593","2.7919110732087127","0.8350885354546289","-2.405265945765772","-3.1493066443846676","-4.869439378343174","5.620118129182691","1.1519954857613197","0.13577994033443086","0.6175240128727587"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"（参考）第一次産業","―","0.057598389447710736","-0.18748307599541061","0.12124388764976257","-0.33958172289358685","0.1661461208830149","-0.20093854154652177","0.05042787582121741","-0.4812113529186173","0.4342878634310814","-0.026279968122739965","-0.07144684787529278","-0.1050453497706889"
"（参考）第二次産業","―","-1.8109902793081365","0.8684910627297825","-0.6198842781667565","4.070865041672884","0.25839807357658395","-2.6974223196557006","-1.5298854357264617","-4.399716057010357","4.421162799220643","2.0470786857513086","-0.0797977781464309","0.6478498556293328"
"（参考）第三次産業","―","0.4035741838071434","-1.183410148540418","0.6709520577368949","-1.0352077008813894","0.2852265865388413","0.6331495380898602","-1.7852907255608164","0.17052011062802955","0.6200550452432005","-0.9325975700699605","0.37537009804610727","-0.23777707079876867"
