"経済活動(産業)","2001_平成13年度","2002_平成14年度","2003_平成15年度","2004_平成16年度","2005_平成17年度","2006_平成18年度","2007_平成19年度","2008_平成20年度","2009_平成21年度","2010_平成22年度","2011_平成23年度","2012_平成24年度","2013_平成25年度"
"１.産業_(3)製造業_⑬精密機械","0.612327046518684","0.6105482958748698","0.7527727419272924","0.7877377653008457","0.5947486386231988","0.4294828351377465","0.41490904853779914","0.49547137222536886","0.12091088402228004","0.15659903082663013","0.19224010189821986","0.17886631329571992","0.23980614576853643"
"１.産業_(3)製造業_⑭その他の製造業","2.110573489432678","2.2191452714680127","2.0405506229006445","2.10348045368275","2.0700989549953737","2.0192716241231055","1.9286863482994152","2.1394601311007304","2.2426340488654204","2.0439501181176487","2.265548335578056","1.9256910150424607","1.8808861413368807"
"","","","","","","","","","","","","",""
"１.産業_(4)建設業","5.476142097319252","4.932708761958467","4.865412550496073","4.818958341674256","4.476793608658338","4.904450873781477","4.600062937974543","4.560519922018556","5.175316275836629","5.187620200990562","5.9051761708875885","7.171359824828946","9.241508761031348"
"","","","","","","","","","","","","",""
"１.産業_(5)電気･ｶﾞｽ･水道業","2.66805541559771","2.8198671762246","2.756060721273462","2.9784304431416895","2.698866692796095","2.5632291922994535","2.5358966488711436","2.1483476381235755","2.602152424015395","2.541107956630089","1.8005955309870123","1.7721243168612528","1.9394911577588436"
"１.産業_(5)電気･ｶﾞｽ･水道業_①電　気業","1.6425177434426768","1.7867003146120113","1.704373113543596","1.9074139349735577","1.6695778553913192","1.5340910779127783","1.4917462409505904","1.0782460690642168","1.4655600742347767","1.488145857236064","0.8337996170381471","0.8180957673266561","1.0055225460474964"
"１.産業_(5)電気･ｶﾞｽ･水道業_②ｶﾞｽ･水道･熱供給業","1.0255376721550333","1.0331668616125889","1.051687607729866","1.0710165081681318","1.0292888374047757","1.0291381143866756","1.0441504079205532","1.070101569059359","1.136592349780618","1.052962099394025","0.9667959139488653","0.9540285495345966","0.9339686117113474"
"","","","","","","","","","","","","",""
"１.産業_(6)卸売･小売業","10.630674831761493","10.428090078974035","9.757958366291225","9.793302829119757","9.069535420037822","9.011144134169358","8.80771839878486","8.920027868478613","10.107639224752456","9.507461064975798","10.132771356027993","9.835485110993988","9.673734710718662"
"１.産業_(6)卸売･小売業_①卸売業","3.674540465621856","3.3317328226587644","3.2379216985031247","3.481461592884379","3.3273348228378463","3.218447125125637","3.059383390519061","3.0752774702554286","3.6673998422300715","3.5991895303337387","4.106464519793391","4.054480938101866","3.825121514710836"
"１.産業_(6)卸売･小売業_②小売業","6.9561343661396355","7.096357256315271","6.5200366677881","6.311841236235377","5.742200597199975","5.79269700904372","5.748335008265799","5.8447503982231845","6.440239382522384","5.9082715346420605","6.026306836234602","5.781004172892122","5.848613196007826"
"","","","","","","","","","","","","",""
"１.産業_(7)金融･保険業","4.801728832729541","5.293465729065181","5.208829338495481","5.133650283740701","5.112234428363376","5.133967581339052","5.171182157277957","4.174584930560279","4.3347978820618716","4.093616982547712","3.9382930923466675","3.9229285554032085","3.8634659397412054"
"","","","","","","","","","","","","",""
"１.産業_(8)不動産業","10.0002312746039","10.046200787786242","10.11812650835842","10.320803797133447","10.272106490402882","10.546018545555027","11.076419266548411","11.725450905239743","12.681524035882145","12.055139013636573","11.999865035470366","12.156731817621505","12.077461319991482"
"１.産業_(8)不動産業_①住宅賃貸業","9.352084197171513","9.392857441955899","9.466591430545995","9.71600172128653","9.683241058683082","9.949118439210757","10.425368266031123","11.000561827614371","11.798859562533908","11.223594178133816","11.162691305191354","11.216125261455096","11.164367256986624"
"１.産業_(8)不動産業_②その他の不動産業","0.6481470774323894","0.653343345830344","0.6515350778124247","0.6048020758469175","0.5888654317198003","0.5969001063442718","0.651051000517287","0.7248890776253725","0.8826644733482372","0.8315448355027579","0.8371737302790111","0.9406065561664092","0.9130940630048578"
"","","","","","","","","","","","","",""
"１.産業_(9)運輸業","2.99192245913185","3.372880835466572","3.246788411879039","3.62122513156727","3.5540834222396662","3.7570564164870626","4.305272978934045","4.064391274354199","3.929198191113095","3.9823537408852028","3.3969728580707383","3.7632124502185844","3.5165521496738625"
"","","","","","","","","","","","","",""
"１.産業_(10)情報通信業","2.5713055396324824","2.601899955055427","2.549404569331666","2.4521053702851856","2.31555942079828","2.2358228121293515","2.278332536690985","2.3201251452435834","2.6094821769846956","2.434537566418069","2.442070693295918","2.4130666194182546","2.5478112282188174"
"１.産業_(10)情報通信業_①通信業","2.1419332244140077","2.155189981547601","2.106658144146384","1.9792835270807254","1.733367070982798","1.6712284586671393","1.668658964468275","1.673709039594844","1.8367940381471586","1.7221911577577385","1.6766531046059456","1.664355257139279","1.7448387817858957"
"１.産業_(10)情報通信業_②放送業","0.12871533014725034","0.13536412083111168","0.13959461723155955","0.1425352915534051","0.13980787516270746","0.13765059923660103","0.1428144013378056","0.13151224218370905","0.13920522647434674","0.15256033442681513","0.13974452339244592","0.12515026033893623","0.140261339303231"
"１.産業_(10)情報通信業_③情報ｻｰﾋﾞｽ、映像･文字情報制作業","0.3006569850712243","0.3113458526767145","0.3031518079537225","0.33028655165105475","0.4423844746527751","0.4269437542256114","0.4668591708849041","0.5149038634650304","0.6334829123631904","0.5597860742335151","0.6256730652975265","0.6235611019400397","0.662711107129691"
"","","","","","","","","","","","","",""
"１.産業_(11)サ－ビス業","16.792518596956096","17.100293395939357","17.48277374364143","17.474949933463932","16.042197846256006","15.75116142693106","16.71612122728497","17.423800343726477","17.866723462238852","17.227656765413744","16.37952025733237","16.565323128874443","16.55937762588846"
"１.産業_文字情報制作業_①公共ｻｰﾋﾞｽ業","5.59491812603695","5.70304757704086","5.989492944649542","6.1521434748877795","6.108076145039571","6.092254533677532","6.583605515625031","6.841380004080823","7.469348715400711","7.394625575869757","7.361443445644442","7.575367441108197","7.475934966292348"
"１.産業_文字情報制作業_②対事業所ｻｰﾋﾞｽ業","4.513461558581581","4.630603066839001","4.633559219403736","4.701508813474191","3.898768530399429","3.827853555537128","4.2561736091717846","4.693889681747232","4.339664357393948","4.196006468740205","3.5540659470432923","3.503168348580961","3.6277900522728843"
"１.産業_文字情報制作業_③対個人ｻｰﾋﾞｽ業","6.6841389123375645","6.766642752059495","6.859721579588153","6.621297645101963","6.035353170817006","5.8310533377163996","5.876342102488154","5.888530657898422","6.057710389444194","5.6370247208037805","5.464010864644635","5.486787339185286","5.455652607323227"
"","","","","","","","","","","","","",""
"２.政府ｻ-ﾋﾞｽ生産者","12.033382837111645","12.084786122455817","11.864167562924905","11.74758458535837","11.205575319075454","10.859405957710257","11.173178791175731","11.533583631441086","11.69897665834159","10.90658495227228","10.792129318513478","10.620531325612784","10.353218015405306"
"２.政府ｻ-ﾋﾞｽ生産者_(1)電気･ｶﾞｽ･水道業","0.522708137507069","0.5232274111646786","0.5423566545665959","0.5308886659665424","0.5106678066287945","0.5266431972755121","0.41834102252343636","0.4371453213133849","0.4474153308392147","0.4070550906630459","0.39755489260478727","0.3971000632069186","0.37934189915416217"
"２.政府ｻ-ﾋﾞｽ生産者_(2)ｻｰﾋﾞｽ業","3.479746677217194","3.4247485476761423","3.350298872776973","3.3142325030300297","3.1864374649152505","3.0257200792949566","3.051273968117515","3.0647324860386123","3.096159750163568","2.9097385484470073","2.8140104428804804","2.7247488921941563","2.5995510855742077"
"２.政府ｻ-ﾋﾞｽ生産者_(3)公務","8.030928022387382","8.136810163614996","7.971512035581335","7.9024634163617975","7.50847004753141","7.307042681139787","7.70356380053478","8.031705824089087","8.155401577338807","7.589791313162225","7.58056398302821","7.498682370211711","7.3743250306769355"
"","","","","","","","","","","","","",""
"３.対家計民間非営利ｻ-ﾋﾞｽ生産者","1.6904246256793005","1.735195508892605","1.6453084564034086","1.6346902510172192","2.1097833645243167","2.2883871893103613","2.262445818402632","2.26462823643855","2.229086021860688","2.276687108537975","2.4803949961900638","2.6021538649023017","2.493476005850455"
"３.対家計民間非営利ｻ-ﾋﾞｽ生産者_(1)サ－ビス業","1.6904246256793005","1.735195508892605","1.6453084564034086","1.6346902510172192","2.1097833645243167","2.2883871893103613","2.262445818402632","2.26462823643855","2.229086021860688","2.276687108537975","2.4803949961900638","2.6021538649023017","2.493476005850455"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"４．小計（１＋２＋３）","99.60129910248934","99.61892026944412","99.62543747830671","99.57824560362198","99.49646830544847","99.37635850958111","99.50449491721885","99.36918704172899","99.50407011569594","99.39354138497707","99.33738039471501","99.42650461809234","99.11944567468467"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"５．輸入品に課される税・関税","0.7955571047282992","0.7795789726396423","0.8162426965358929","0.8535598965996192","0.9479861864480873","1.0678996155453337","1.1153638681225249","1.189382772639281","0.930067547879208","1.006118909460959","1.1756535235583399","1.1993309220544413","1.3266780360398527"
"６．［控除］総資本形成に係る消費税","0.39685620721763987","0.3984992420837532","0.4416801748426088","0.4318055002216002","0.44445449189656344","0.4442581251264476","0.6198587853413748","0.5585698143682697","0.43413766357515315","0.39966029443803247","0.5130339182733538","0.6258355401467827","0.4461237107245226"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"７．県内総生産　（４＋５－６）","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"（参考）第一次産業","2.4872482341908664","2.5802651450648906","2.4050679439971647","2.520755249461958","2.1219310972970753","2.269127990476826","2.1191609045022797","2.2401375820379767","1.8489602264773506","2.161754910286901","2.1111545371981926","2.0369419307846335","1.9200398737368876"
"（参考）第二次産業","32.933806455094455","31.555975534519387","32.590951855710514","31.90074772933245","34.994594803657506","34.9610372631733","33.058766188745835","32.55410948608491","29.5955298119678","32.20664132337273","33.863612719282216","33.73800549740139","34.17481764770069"
"（参考）第三次産業","64.18024441320401","65.48267958985984","64.62941767859903","65.15674262482757","62.379942404493896","62.14619325593098","64.32656782397073","64.5749399736061","68.05958007725079","65.02514515131745","63.3626131382346","63.65155718990633","63.024588153247095"
